,0,1,2,3,4,5,6,7,8,9,10
9285,11561,9285,3380,9352,1792,10861,8862,3495,8649,10537,7099
9286,9286,3428,5365,6916,3706,15195,14792,13966,16625,16627,6587
9287,8825,11954,9287,2196,3384,8004,14492,10194,17277,5425,10472
9288,9288,6634,15526,13599,11133,13559,4587,5918,5952,2610,5257
9289,9289,16858,13068,2144,11646,3845,4060,2562,6564,16421,6760
9290,9290,14433,13468,3742,13818,9919,6384,17186,15423,12267,14704
9291,9291,6022,3175,3636,8941,8748,10557,16569,17199,4351,11613
9292,9292,17410,8326,7699,4360,17525,4736,13863,6631,12083,12164
9293,9293,6673,3998,1982,2142,3111,3647,3929,1202,56,9632
9294,9294,10337,4749,4751,15338,261,7038,9438,1431,7591,11969
9295,9295,12908,10040,7360,11247,13277,16356,11313,1430,12747,4844
9296,9296,5023,2705,12391,10675,7263,1671,7285,12250,6299,4011
9297,9297,10774,17296,5480,10880,2265,5376,15634,3156,14005,2344
9298,9298,4468,10812,12116,7593,2752,10344,5678,11633,7822,5615
9299,9299,15454,12236,13638,13427,10317,16660,14769,2324,10357,8298
9300,9300,4696,9571,15008,9347,15521,12655,14430,6813,14289,17086
9301,9301,1298,8214,9874,10684,5599,7402,3079,5768,14813,3287
9302,9302,9887,6696,10363,63,13654,9947,4512,14804,401,4831
9303,9303,5295,2631,1749,1425,3913,2734,7824,4574,9372,16246
9304,9304,9753,11761,9494,13945,12703,7039,6696,10363,63,4892
9305,9305,7652,1842,5419,5733,7438,13781,13603,8821,11001,12428
9306,9306,13535,13750,1556,11364,3207,14114,2119,6249,13613,11902
9307,9307,9315,1620,5492,1713,5381,7689,17047,10555,8335,1454
9308,9308,16274,8559,638,16646,6523,7676,315,432,5579,11689
9309,5543,9309,6789,9416,7951,13658,6003,7691,6185,2706,12040
9310,9310,13889,4510,12757,11072,15110,14566,1988,14878,2828,11077
9311,9311,14841,374,5784,640,17771,16678,183,282,445,12242
9312,9312,112,16028,14162,820,16262,11991,14133,2427,14782,621
9313,9313,8007,467,8596,7365,12356,11191,10994,14946,16825,7046
9314,9314,8165,296,13654,1229,6696,10363,63,727,68,9947
9315,9315,9307,1620,5492,5228,9176,10091,10471,13635,8997,14683
9316,9316,6938,2521,9801,4340,4723,3538,14501,9352,9285,11561
9317,9317,16952,12189,14032,13058,10817,17741,9433,14256,4848,13276
9318,9318,11586,2094,9203,14080,4263,10687,11247,14882,13929,12908
9319,9319,4467,16749,17503,15152,15115,2023,13446,12918,14610,1751
9320,9320,16622,5697,10959,17312,3723,9870,4154,14113,14194,10662
9321,9321,1085,2050,340,13673,11076,724,3218,15610,2125,14284
9322,9322,17668,12071,4866,8745,13073,14680,14664,15694,13866,16479
9323,9323,13910,12406,9059,5509,12422,16373,9434,7072,13581,3675
9324,9324,6641,14870,13923,16131,998,16246,16317,11611,16840,15783
9325,9325,6816,3314,5998,3922,3739,14063,3503,3357,12582,11241
9326,9326,12005,11429,3732,7255,2438,11220,2273,11756,7559,3298
9327,9327,7920,5961,15331,3468,1510,10159,15112,15434,9685,16010
9328,9328,1662,16564,12218,11610,8169,16713,12541,15627,17645,15288
9329,9329,6475,16734,14310,3582,9719,6705,12699,10212,9393,17214
9330,9330,4094,935,10590,9428,13360,13165,3038,8750,4674,8430
9331,9331,7804,10554,14259,8127,4173,4001,10244,9176,10254,12680
9332,9332,17395,15939,12808,9068,9870,17630,6723,1751,1806,15530
9333,9333,3642,223,2070,13977,4153,7332,9840,402,11784,7540
9334,9334,13831,13292,14036,6264,16572,15609,16329,17284,13911,15940
9335,9335,9480,202,826,909,2228,16276,9972,10941,6532,13408
9336,9336,16432,12671,11472,13517,6534,10726,14273,16545,8697,14089
9337,9337,3060,9559,16380,17226,11865,14826,14088,9522,5085,13485
9338,9338,3713,1953,3359,6860,1631,6607,4569,9668,2811,7483
9339,9339,1507,13666,9764,4442,3531,9010,7198,3958,4989,7170
9340,9340,14352,4185,16017,0,3203,13327,13242,12660,12521,17332
9341,9341,6388,13551,9988,1001,5030,1198,16038,16263,15254,10423
9342,9342,9917,13392,6884,9839,2102,6223,7717,5679,5491,8217
9343,9343,3230,6075,1618,7606,2327,5913,5649,5048,16056,17627
9344,9344,6512,9246,1931,13985,8473,2843,5786,15101,15941,9507
9345,9345,6623,10008,13339,7704,12312,6362,15621,8831,9740,12575
9346,9346,12970,12287,17361,16956,5984,6263,16137,2520,7860,17584
9347,9347,15008,9571,15521,12655,7403,15025,7164,2209,16204,9300
9348,9348,6879,6827,17721,16484,8240,3062,9186,6477,8021,5496
9349,9349,2929,16067,13668,9578,5212,8487,16434,5302,16818,13710
9350,9350,16549,10280,6249,9597,15946,11270,15319,7817,14873,10393
9351,9351,13228,3204,16147,4952,8567,6556,15849,14078,8787,13142
9352,9352,9285,11561,10861,7099,10537,8862,8649,3495,3538,3380
9353,9353,16667,14670,11035,47,151,5101,2544,9820,2208,2454
9354,9354,5238,10780,14150,17450,11149,2171,7886,13604,15986,17655
9355,9355,15257,12789,8368,7647,1725,228,17568,6501,5060,3360
9356,9356,13061,11393,10667,15266,9913,8947,12423,10723,12871,11848
9357,9357,10670,10449,12857,11001,12742,15963,12247,17239,16030,13124
9358,9358,12244,1943,564,838,5090,845,6542,10139,11577,9680
9359,9359,5681,11536,4438,5857,16038,9050,12115,16263,13383,8376
9360,9360,1695,6452,1998,6256,11343,9049,12517,2694,9051,16094
9361,4715,9361,9644,12082,1291,17050,15830,5043,792,14225,1229
9362,9362,17568,17003,9134,11691,6444,12119,796,4066,5332,2018
9363,9363,14192,12695,11374,12373,11045,183,7558,17666,4194,14636
9364,9364,17645,15288,15982,8697,12355,6733,4755,8850,15822,11015
9365,14857,9365,16551,8685,8069,6107,12224,6114,16557,14629,16881
9366,9366,14271,15034,3715,16133,296,12419,1659,7713,2139,5424
9367,11574,9367,5062,17117,5504,8245,11880,1037,12314,10127,9022
9368,9368,6696,10363,63,13654,9302,9947,4512,14804,401,4831
9369,9369,11871,15376,16676,5192,11900,14461,7714,8126,12673,6350
9370,11481,9370,16340,16502,643,6863,12738,11359,2246,14359,8258
9371,9371,7544,3604,8031,9097,6394,6582,15828,15522,14805,14585
9372,9372,3416,14723,7132,1417,9852,8620,2385,737,238,1464
9373,9373,15013,11831,5878,8323,8712,17522,12369,17097,5367,9004
9374,9374,2328,14063,3922,7628,12582,13792,6816,3357,1210,5998
9375,9375,7952,8166,6923,16393,11055,3274,10853,9224,3519,6851
9376,9376,17477,10719,9219,3576,2371,3395,4280,14886,13536,16049
9377,9377,1431,7591,261,4751,4749,10454,3488,7038,8051,10337
9378,9378,15759,11046,12874,14546,14913,16867,8726,13484,17479,15684
9379,9379,15757,13077,11296,4124,3120,15065,8982,8679,2833,13428
9380,9380,16768,12397,6538,5915,15701,15860,8689,11885,9874,13707
9381,9381,2485,10507,8855,1242,5268,10381,15919,13294,17289,11232
9382,9382,10654,12852,12882,14747,7387,11742,3271,5514,5472,10934
9383,9383,16546,2425,1099,1952,1696,2101,1844,7587,2633,12847
9384,9464,2644,10501,12113,6664,8360,13458,12173,14014,9217,3227
9385,9385,14049,12980,13055,10211,8424,17189,8098,1056,11171,17273
9386,9386,8697,15982,13033,11015,10067,14089,17040,15184,13733,12671
9387,9387,5616,7385,6446,8335,14331,8340,16833,2189,3558,314
9388,9388,2899,14835,16275,6117,17292,10074,1514,13806,14545,9634
9389,1879,2749,5779,2626,2581,2771,2928,10717,14598,3164,2516
9390,9390,8926,147,13902,14541,10132,4072,4099,11644,8254,77
9391,9391,6740,14486,6150,15760,14077,16242,8840,3850,12021,6758
9392,9392,2734,3586,15970,1767,1730,61,87,5834,16441,14848
9393,9393,10212,14310,9719,6705,12699,6475,16734,9329,3582,12441
9394,9394,11706,6890,17457,12138,2916,15763,8119,14619,3122,5995
9395,9395,251,3854,5965,8333,11613,1722,2095,11041,81,277
9396,3618,9396,11664,497,9948,1270,6678,2602,9265,9277,5550
9397,9397,5894,12777,5228,3328,786,676,1408,9494,12493,15687
9398,9398,6608,4614,5244,9828,12860,11489,4067,14018,11349,192
9399,9399,8896,1479,11009,9782,9488,16489,9833,14931,5305,14786
9400,9400,14478,7114,3460,9733,6786,11433,6674,1076,5662,14070
9401,9401,9664,8850,17057,10067,5329,14652,12348,16930,17289,17486
9402,9402,9796,2116,2612,392,1672,4282,2796,10841,4341,3567
9403,9403,10361,6931,17271,4746,15373,12774,7047,789,12175,10442
9404,9404,13423,11950,1141,13744,9982,2744,15741,15167,4361,4087
9405,9405,3530,12366,8367,2128,2903,10727,14674,1242,839,2132
9406,9406,6458,5814,13479,13092,2924,11966,13400,65,5307,12756
9407,9407,5181,9131,15791,9589,13074,246,16869,1704,14809,14601
9408,9408,107,12513,5797,6570,3003,12465,3095,7337,5726,7374
9409,9409,17397,3079,5768,14813,6327,11176,8068,10147,1947,17685
9410,9410,5562,13407,1284,932,2782,3012,5746,14945,2870,10622
9411,9411,984,12398,14577,13425,12415,107,12039,7797,13081,3419
9412,9412,6161,4165,4673,2189,314,3558,9587,8335,2206,7385
9413,9413,5546,8675,5864,11984,15954,14128,10955,4000,11697,2003
9414,9414,14044,2510,1239,1957,16681,4487,12997,5710,3484,16652
9415,12496,9415,4222,16062,10739,3477,13573,7286,1744,5384,10801
9416,9416,5543,9309,6789,6185,2706,7951,13658,6003,7691,12040
9417,9417,9451,4500,11054,14920,2533,2878,5891,12608,15351,17192
9418,5620,9418,14951,689,6144,1802,17016,5982,10581,8099,14675
9419,9419,14772,14520,1333,12657,731,10488,310,1261,9204,9773
9420,9420,12824,12962,12907,12299,14499,13544,8087,14350,12102,6739
9421,9421,16635,14137,4638,4611,14768,13151,5106,15496,10212,530
9422,9422,11558,777,6550,3039,4735,3755,12868,16592,2235,5950
9423,9423,1897,1171,835,1978,1023,10769,2801,2187,3225,1810
9424,9424,13357,16912,1905,3935,5909,4504,15981,13187,5612,2476
9425,9425,10700,16757,6691,12135,4579,13682,7855,14620,10776,10084
9426,9426,8540,770,1116,5502,1692,9283,14504,8005,11634,4930
9427,9427,15233,7356,11013,11259,7147,11908,673,10979,7700,10619
9428,9428,10590,4812,14158,935,8159,11671,948,8494,1032,3516
9429,9429,2962,15820,6043,4618,4597,1363,16714,4616,1476,5124
9430,9430,4316,10994,14946,7763,12356,7399,11191,15150,16825,8007
9431,9431,13078,4496,2253,8522,6820,15323,6841,6546,6649,17464
9432,9432,1271,1928,4090,1547,9731,6228,9577,11483,9000,2982
9433,9433,13058,10817,17741,16952,12189,14032,9317,14256,6382,6440
9434,9434,16101,2864,17397,5721,13901,4314,11061,2629,14813,8068
9435,9435,632,1241,15260,15650,1457,5422,15272,16442,3764,10119
9436,9436,2162,9452,341,465,1296,918,2358,178,225,157
9437,9437,10539,7957,10893,9220,12365,14428,15988,10993,12536,17203
9438,9438,8051,408,4751,261,4749,13056,1431,7591,13845,10337
9439,9439,2158,16384,8346,5525,10132,12443,6827,2993,2415,13440
9440,9440,3925,13619,8996,12820,14774,1209,3168,11689,2585,2246
9441,9441,13723,13127,10888,2375,10130,3481,6525,16511,15180,7111
9442,9442,9138,7382,11723,17339,1934,6011,7692,3586,1767,5834
9443,9443,3357,6289,13169,14094,3873,1241,16418,17613,11649,6680
9444,9444,2844,8827,11645,10186,3768,15594,17016,313,5860,10412
9445,9445,4691,6412,8258,3581,643,16340,2366,11481,9370,1368
9446,9446,10519,14744,7792,3942,5221,10704,822,1211,14138,3775
9447,9447,9620,11136,6694,13257,17265,15345,17073,17126,14540,17748
9448,9448,16246,15783,13826,16813,5315,13656,8892,7762,13545,2734
9449,9449,7582,6153,17401,12802,291,3357,11907,3739,16418,12516
9450,9450,4435,13413,6358,16967,2222,7228,16843,2854,6305,9004
9451,9451,9417,4500,11054,14920,2533,2878,5891,12608,15351,17192
9452,9452,2358,2162,9436,341,465,1296,918,178,157,225
9453,9453,17338,13766,1932,8075,8301,7427,3240,2401,8013,12310
9454,9454,15634,5376,3156,14005,2344,5480,10880,2265,1948,17296
9455,9455,16771,2238,13247,4989,9764,4600,4599,11923,11242,13106
9456,9456,13558,11512,11536,5857,13162,13484,8376,9855,5681,11966
9457,9457,10793,3648,3850,4574,8671,14269,17274,13603,2299,11444
9458,9458,1305,4,707,11054,2878,5891,12608,9417,17192,15351
9459,9459,8850,10067,5329,17057,16930,12348,17289,15288,15982,4764
9460,10431,9569,9460,1973,9570,2645,9776,9585,2691,3186,4519
9461,9461,10946,10365,9824,12914,3541,11036,10270,12529,11026,12099
9462,9462,2641,4033,14381,6035,1325,6918,5761,9011,4874,1072
9463,9463,8168,16996,1240,17310,1873,1254,2034,1108,3208,1381
9464,9464,2644,10501,12113,6664,8360,13458,12173,14014,9217,3227
9465,9465,3974,15294,16607,2205,8795,12347,7716,6006,7348,15038
9466,9466,16805,14007,14422,15327,4574,2734,15858,3850,16246,13081
9467,9467,12576,8217,5618,10241,9917,6884,13392,9839,13253,9096
9468,9468,584,8412,15276,8224,3918,3008,4870,3003,220,4391
9469,9469,13421,15361,3218,15325,15610,16465,739,10479,9602,15154
9470,9470,2833,17709,3429,11955,10730,14287,9710,230,1055,11241
9471,9471,12846,13130,10734,3482,15985,1773,10338,11188,1849,515
9472,9472,3659,2365,2557,12782,4257,12377,13971,2662,12056,16877
9473,9473,15712,16863,17348,8472,12609,12328,5350,5840,13947,14726
9474,9474,603,10286,469,2595,12441,1075,4602,5215,13552,11801
9475,9475,4103,15729,3132,12567,11692,11977,16377,13842,10077,3897
9476,9476,14540,17748,17126,10218,7667,15984,16572,2653,17774,4556
9477,9477,7984,2752,3696,13538,12203,11397,11597,4610,3650,10487
9478,9478,6464,1903,9127,6643,8103,1427,7976,13147,8555,11084
9479,9479,1938,8600,13873,16908,6602,5814,5032,17669,12271,9769
9480,9480,9335,4303,12393,17620,14740,102,53,148,234,189
9481,9481,14008,15341,7810,5377,11438,13184,2595,5961,12093,3212
9482,9482,16455,15820,6484,8338,7974,8950,8381,5312,9783,17411
9483,9483,12552,582,4283,17595,4567,8483,3655,1372,8175,13757
9484,9484,9880,15836,10305,13443,8911,13925,10482,6795,2299,12049
9485,9485,1588,12049,11600,767,16035,15435,530,10836,8744,5743
9486,9486,1695,13858,3157,16367,8817,3267,11700,12771,4865,10527
9487,9487,4916,15815,4724,11482,12615,17000,12986,457,14197,7535
9488,9488,16489,14241,9782,11009,10582,17112,8592,14931,9833,9399
9489,9831,12653,9489,8920,5179,3681,17376,8307,16098,9233,12601
9490,9490,6642,6655,5985,9205,4272,10602,7807,12734,152,8362
9491,9491,9792,7859,5305,9522,1643,752,7040,17303,2456,5089
9492,9492,3852,10951,10928,10950,15665,10929,11040,279,11385,10983
9493,9493,6920,10088,12160,16987,9925,9907,5769,16761,765,4514
9494,9494,12493,15687,5894,13984,676,1408,12777,3328,786,5228
9495,9495,1112,4595,4826,8125,11493,3101,11293,11198,11151,17029
9496,9496,14543,12449,8833,12899,7868,3321,4023,9148,9236,2087
9497,9497,11680,7437,6940,8594,6916,7068,12681,10297,5490,5643
9498,9498,1045,7673,17594,8921,5251,477,5190,3969,12108,13321
9499,9499,12785,11440,10394,14241,14931,10081,9833,9488,16489,17039
9500,9500,3700,15748,6245,743,6457,15528,1158,7824,6219,12157
9501,9501,12458,4511,13555,14102,6890,3162,2157,15639,14619,11706
9502,9502,39,289,5274,2414,496,9249,834,4861,292,10413
9503,9503,13774,9779,8821,8870,11286,11001,10440,2904,15963,12247
9504,9504,7482,10747,13379,15516,7991,6447,9591,7665,6954,10483
9505,9505,7787,7767,2254,5342,4188,14794,5068,15446,6341,6937
9506,9506,12117,5870,14508,10759,16389,4199,10542,14654,2791,1259
9507,9507,5430,2843,15101,9532,8708,1274,1504,431,54,10531
9508,9508,10563,1774,13156,7828,11462,13886,13906,15810,16962,5297
9509,9509,15688,11841,12109,2001,3255,15411,5271,9845,2676,4813
9510,9510,1950,3056,14706,12264,2832,8373,14387,12840,8225,7106
9511,9511,939,6102,1290,14609,2622,5441,5772,4270,4136,7711
9512,9512,2849,2292,5057,10180,1577,7274,5245,5896,12141,3991
9513,9513,10659,5225,3426,1150,13666,14799,9654,5053,4376,3508
9514,5819,9514,12945,4685,3906,16529,7396,9416,9309,5543,6789
9515,9515,7719,5151,11569,2499,5993,5790,12546,625,6130,1937
9516,6568,9516,9888,8014,8945,5340,15833,8186,14657,4978,6353
9517,9517,16194,16164,14529,15875,28,3803,11490,14675,15793,13862
9518,9518,6375,12470,12259,9950,7307,7238,5141,8723,9180,7287
9519,9519,10776,13642,16766,11044,16723,9867,14202,17763,10700,4402
9520,9520,3546,7227,7922,16606,13875,15817,4175,522,16577,187
9521,9521,11963,4020,11822,11964,11911,11856,15551,4097,2383,12726
9522,9522,1643,2456,1908,3783,3709,10210,9792,7859,5305,9491
9523,9523,17130,3189,7863,13494,10742,3804,3498,12390,7317,11156
9524,9524,8008,13117,9762,11355,3272,2777,6832,10280,4728,16835
9525,9525,1135,11391,16267,13743,6460,4417,6120,8411,15900,17229
9526,9526,14633,16807,16824,11817,13846,6105,12197,12684,14283,8011
9527,9527,12810,15753,10732,16130,10046,16773,9047,2677,4288,2489
9528,9528,5313,8454,10802,2368,15365,15421,12446,4823,14009,14117
9529,9529,14971,10178,6279,4811,4762,16277,1876,9537,6419,15013
9530,9530,6856,3773,4266,17288,5560,6645,16632,14646,10956,1918
9531,15084,9531,16909,16321,17417,11817,13846,16807,16824,14633,14037
9532,9532,5430,54,1504,431,6742,10531,1274,8708,9507,11179
9533,9533,14041,5842,16437,10544,15389,17491,13779,13216,16088,14870
9534,9534,10967,17381,16727,8378,16258,13489,17011,14332,8710,5143
9535,9535,7259,11100,6257,2835,1686,656,15370,4783,6267,2506
9536,9536,8303,3763,6574,1006,5269,10674,11101,1669,2304,9360
9537,9537,4462,6784,3956,5336,14320,911,1094,3074,2608,5060
9538,9538,12174,16173,17325,7814,9636,14392,8802,13530,3765,10020
9539,1406,16605,10503,7640,15781,10162,6212,9539,4078,7598,9233
9540,9540,11328,13479,5414,6458,5814,13092,12703,11966,13400,9960
9541,9541,2582,912,7209,5841,6855,6883,12120,15824,9102,1156
9542,9542,801,16020,14232,1846,10421,10185,905,2384,4701,713
9543,9543,13821,2783,13063,1292,15161,5218,7905,2398,14720,12165
9544,9544,2319,3155,5190,477,931,2632,425,12212,10499,1390
9545,9545,1724,10614,13974,4592,12275,4520,3282,10640,11081,4836
9546,5153,9546,15285,8139,11159,4195,5211,4596,14817,16217,12101
9547,9547,14464,17547,13411,8193,1326,8274,13375,4110,5398,15547
9548,10910,13727,7648,9548,11337,7530,2984,6751,5250,5148,2674
9549,9549,10243,8888,13836,6992,13708,9080,931,2632,2896,1598
9550,9550,7413,4793,9542,16020,801,8430,4674,8750,3038,13165
9551,9551,16023,16623,17648,14527,17698,7292,13385,11463,14151,10651
9552,9552,4095,12736,478,15994,10616,554,9924,17096,2520,15496
9553,9553,13179,14517,5928,11568,15441,8806,7200,4187,6957,11069
9554,9554,12316,10011,16207,13488,6135,16308,16846,15203,14370,15151
9555,9555,12569,4969,7484,10177,5555,7882,1299,10646,13828,6085
9556,9556,11804,17141,12799,2473,4139,9647,1493,740,50,602
9557,9557,2476,3076,5307,8500,7484,10258,12688,12118,10173,12287
9558,9558,15210,6236,17300,4635,16429,15525,69,3497,8510,11499
9559,9559,11254,7609,16211,7959,11371,8468,14937,16530,8931,4945
9560,6604,7186,11027,6972,10094,14596,6861,4063,17298,13236,8558
9561,9561,4841,16889,15469,4684,5946,14573,17487,13671,12351,17498
9562,9562,10904,2101,2425,1952,1099,1696,1844,7587,7314,17423
9563,16783,9563,17440,16659,17607,16002,6359,14014,9217,2644,8360
9564,9564,11340,1700,4023,13754,3782,8687,1531,8192,6963,10467
9565,9565,6615,7520,10633,17504,6595,226,338,519,14187,5846
9566,9566,4503,16305,1955,3144,16052,313,6780,7372,11022,7091
9567,9567,16944,16615,16065,17599,15447,5973,16131,15327,998,5139
9568,9568,3355,510,17664,3613,721,2681,3233,3923,3271,13671
9569,10431,9569,9460,1973,9570,2645,9776,9585,2691,3186,4519
9570,9776,9585,1973,2645,9570,9569,10431,9460,2691,4519,3186
9571,9571,15008,9347,15521,12655,7403,15025,7164,2209,16204,9300
9572,9572,17399,10060,13497,9778,16225,14867,15998,17335,3122,4796
9573,9573,15842,8895,13287,5084,3381,17608,6051,12815,16266,6994
9574,9574,5595,2824,14902,12266,8706,16716,11579,5760,15249,17095
9575,15855,9575,13720,9939,15294,12347,6006,8795,7348,7716,16607
9576,9576,17645,15288,15982,8697,12355,6733,4755,8850,15822,11015
9577,9577,1271,1928,4090,1547,9731,9432,9000,6228,12637,9749
9578,9578,9349,8487,16067,13668,16055,1755,5302,6497,16818,11413
9579,10772,9579,7152,10497,1863,14599,6201,8404,5033,16420,10915
9580,11519,9580,12509,7715,9177,10751,6866,6063,4444,8662,7914
9581,9581,12434,5260,3272,3334,3276,10016,2429,5214,13535,13750
9582,9582,16572,17126,14540,17748,10218,7667,15609,16329,17210,11250
9583,9583,13794,1057,2250,616,11102,9170,9229,15467,12679,1570
9584,9584,1883,16216,4726,2083,8659,13557,995,7672,2747,13102
9585,9776,9585,1973,2645,9570,9569,10431,9460,2691,4519,3186
9586,9586,14922,11803,3389,3252,254,11187,12232,14096,14893,17394
9587,9587,3041,7610,8208,5544,6161,8340,2787,3191,9412,6446
9588,9588,2658,13678,7124,9979,9067,6469,13139,5710,2805,9930
9589,9589,16869,246,5519,5181,15791,9407,9131,13074,14809,1704
9590,9590,6333,12748,685,1178,10728,2360,12826,11064,13699,855
9591,6954,7991,10483,6447,9591,7665,15516,10747,7482,13379,9504
9592,9592,2166,11883,8754,16359,10901,6553,2616,415,1456,5663
9593,9593,14466,11019,14335,9689,11914,3184,7131,5724,9946,7476
9594,9594,2505,15221,16878,11216,17643,6543,2319,1070,8351,2315
9595,9595,8774,11451,9453,17338,1126,13766,1932,8075,8301,7427
9596,9596,1919,670,11014,5106,5505,4558,4374,1402,4611,11829
9597,9597,7817,13508,9758,6693,12567,5447,7310,7762,6204,4196
9598,9598,4994,3011,6090,5592,1661,8776,11176,6875,8442,3440
9599,9599,10285,4064,11369,8447,3950,10629,12023,11059,10697,10786
9600,9600,13632,13246,17579,17553,16811,10646,13828,6085,4861,11733
9601,9601,4211,9189,8611,7633,5137,14517,4460,4330,11386,418
9602,9602,8207,10533,11116,16465,739,10479,4867,5572,5147,1847
9603,9603,2920,5831,3033,46,264,6291,5867,491,1771,4016
9604,6604,7186,11027,6972,10094,14596,6861,4063,17298,13236,8558
9605,9605,4873,16370,16968,16360,13014,9792,7859,17374,5305,14201
9606,9606,7997,16527,15126,16444,10986,1215,5110,11296,7076,2855
9607,9607,5527,7713,1286,9768,9731,8660,4985,1271,1928,9749
9608,9608,16721,17578,16000,17171,13529,8735,8458,1840,14940,8067
9609,3281,9609,1884,17047,7689,2123,1817,4972,14606,5358,2036
9610,9610,10419,5088,4389,12323,4910,7048,8225,3966,3965,7426
9611,10474,10679,14693,9611,6709,13237,12439,4135,1537,16488,14277
9612,9612,3611,11185,2131,2061,7958,268,6306,3865,11224,9766
9613,9613,10685,14205,16423,6618,16816,10155,8231,13337,11511,6684
9614,9614,8995,10362,8828,8669,15358,13736,9948,6678,9265,13406
9615,9615,15291,7766,1279,14810,15375,12767,15004,2188,12865,7837
9616,9616,10991,1912,11968,10121,2976,6735,270,8052,3521,5811
9617,9617,15943,10461,10299,15103,3976,2178,17634,8449,9272,10603
9618,9618,7196,5718,3772,2693,14791,7330,6153,6626,1965,13210
9619,9619,10117,2549,4416,6212,4078,10162,16605,9539,15781,7640
9620,9620,11136,6694,13257,11107,15345,2295,17073,17265,16918,11672
9621,5457,9621,13811,893,7849,2433,2109,14155,15974,981,122
9622,9622,17319,16672,10509,3756,14178,4575,17526,11939,12251,6780
9623,9623,13495,17553,8438,16890,5239,17247,13074,17252,10183,9791
9624,9624,3126,14261,9707,13481,14474,11966,13400,15187,7210,13162
9625,9625,7944,10022,7087,4194,5685,15578,14888,1287,7797,14369
9626,9626,11702,751,11937,15628,8024,8693,13684,13429,5356,13290
9627,9627,15119,5619,17470,10076,12488,8059,3598,17258,17177,2400
9628,9628,10332,10392,11942,2207,2165,231,16018,11377,1906,4269
9629,9629,16704,11860,9113,11299,8843,560,10636,11656,10443,447
9630,9630,8035,606,10649,16234,15322,1570,9765,7086,4497,8106
9631,9631,1533,7239,15827,17494,12308,15856,1002,7690,9747,14415
9632,9632,1194,1982,6673,1202,3929,9293,3111,3647,3998,2142
9633,9633,5342,4188,1792,14794,6763,5068,15446,6341,6937,11288
9634,9634,10638,8656,14835,2899,508,3319,16275,14545,10160,13806
9635,9635,15005,17262,8654,17059,4862,6746,2695,16634,6389,16979
9636,9636,9975,14592,6101,10020,14634,9538,2431,8321,629,702
9637,9637,3189,8214,6044,14167,12440,2357,16051,4651,16100,1892
9638,9638,906,11375,5691,13163,7941,2325,11309,3587,16529,7396
9639,9639,10824,10825,15098,10844,10878,10843,15312,10826,14017,14409
9640,9640,7834,6977,5391,6339,16859,9671,3821,7996,8288,14343
9641,9641,3290,9054,9937,16169,16544,13105,14718,9922,9956,12399
9642,9642,7979,14470,9073,12669,3181,17168,9201,3150,13870,1130
9643,9643,3790,14068,9672,13241,17585,14085,12891,2520,9341,3048
9644,9644,9361,4715,12082,13828,6085,10646,4861,11733,2535,15870
9645,2604,852,6555,1187,9645,2668,588,1173,1062,13399,1360
9646,9646,12163,3710,1541,5839,6750,15044,6791,3795,16445,7368
9647,9647,1280,1371,4589,7844,3646,10715,13307,16179,13994,6759
9648,9648,4354,5131,10044,839,5678,11752,2213,8043,15570,10864
9649,9649,14648,6207,1526,15138,7301,12773,10133,7805,17280,11240
9650,3404,12792,9650,5793,15913,6146,14686,15383,7230,13454,11958
9651,9651,4120,12083,5071,10664,13750,1556,11364,13535,9292,3425
9652,9652,14921,5515,8221,7743,15967,8073,10869,7630,1805,4388
9653,1477,9653,7993,2835,1686,656,15370,4783,6267,2506,1872
9654,9654,10659,5225,13666,5053,4442,4376,9513,3508,14799,4974
9655,9655,2960,2727,10641,15633,3369,2981,3043,5371,1568,8089
9656,9656,12556,10331,8076,15465,8980,13486,1637,12526,381,1283
9657,9657,6248,4757,15400,17483,2405,3449,3751,13928,5019,7089
9658,9658,1924,2628,353,650,620,3170,7365,5715,11191,8596
9659,9659,13567,14845,4672,11193,10460,9328,12361,4937,11287,16564
9660,9660,2937,5588,4772,2874,15016,2834,3206,16383,4238,13740
9661,9661,9046,174,4557,12303,4678,24,12921,7772,15273,1454
9662,9662,17384,12228,3791,6991,10921,6243,12862,3258,14401,5757
9663,9663,14455,9571,15008,9347,12655,15521,15025,7164,7403,2209
9664,9664,17057,5329,4860,8850,16559,10067,14652,16930,12348,14709
9665,9665,14913,13023,10020,2431,9636,15698,8321,629,702,7300
9666,9666,1586,13633,14147,9955,17346,16185,7674,3994,9906,15054
9667,9667,14916,3839,6809,5050,6307,12506,17436,10247,12696,5096
9668,9668,6607,7483,2208,970,1319,1631,3359,1953,4569,1222
9669,9669,7291,13151,7883,15032,9003,9101,11653,16862,12848,3369
9670,9670,7614,7853,14887,4506,4792,3453,133,2992,82,14262
9671,9671,3821,7996,14343,8097,5311,1027,7834,1711,5158,6977
9672,9672,14068,13241,3790,14085,12891,9643,17585,5276,9003,7819
9673,11180,3171,6738,9673,15782,4227,6009,10162,15781,16605,1406
9674,9674,14349,7549,5713,7003,3330,11122,8310,12718,14422,7703
9675,7530,14436,6751,2674,2984,8147,5148,5250,10498,9675,2817
9676,9676,4198,11544,1709,10152,3560,2857,11542,13977,4153,9840
9677,9677,6414,17076,12181,411,7281,6621,15276,13426,7758,6361
